IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.91.250.24,443,443,TRUE,FRA,Europe,Frankfurt,276,3.65
34.154.47.92,443,443,TRUE,FRA,Europe,Frankfurt,259,3.63
34.154.43.86,443,443,TRUE,FRA,Europe,Frankfurt,241,3.54
34.91.179.33,443,443,TRUE,FRA,Europe,Frankfurt,203,3.5
34.159.158.148,443,443,TRUE,FRA,Europe,Frankfurt,392,3.49
34.159.120.3,443,443,TRUE,FRA,Europe,Frankfurt,378,3.47
34.154.41.180,443,443,TRUE,FRA,Europe,Frankfurt,233,3.46
34.154.6.110,443,443,TRUE,FRA,Europe,Frankfurt,199,3.45
34.154.65.98,443,443,TRUE,FRA,Europe,Frankfurt,263,3.43
34.116.191.111,443,443,TRUE,FRA,Europe,Frankfurt,394,3.41
34.116.209.41,443,443,TRUE,FRA,Europe,Frankfurt,321,3.41
34.154.43.73,443,443,TRUE,FRA,Europe,Frankfurt,256,3.2
34.116.252.146,443,443,TRUE,FRA,Europe,Frankfurt,391,3.18
34.116.147.104,443,443,TRUE,FRA,Europe,Frankfurt,277,3.15
34.154.19.125,443,443,TRUE,FRA,Europe,Frankfurt,281,3.14
34.147.231.33,443,443,TRUE,LHR,Europe,London,219,3.07
34.159.158.159,443,443,TRUE,FRA,Europe,Frankfurt,329,2.98
34.116.254.70,443,443,TRUE,FRA,Europe,Frankfurt,281,2.96
34.116.133.0,443,443,TRUE,FRA,Europe,Frankfurt,347,2.91
34.116.246.252,443,443,TRUE,FRA,Europe,Frankfurt,237,2.87
34.116.159.225,443,443,TRUE,FRA,Europe,Frankfurt,299,2.79
34.116.214.69,443,443,TRUE,FRA,Europe,Frankfurt,314,2.51
34.116.132.131,443,443,TRUE,FRA,Europe,Frankfurt,413,2.48
34.116.239.211,443,443,TRUE,FRA,Europe,Frankfurt,261,2.47
34.116.239.30,443,443,TRUE,FRA,Europe,Frankfurt,273,2.31
34.116.204.154,443,443,TRUE,FRA,Europe,Frankfurt,330,2.11
34.65.165.160,443,443,TRUE,FRA,Europe,Frankfurt,343,1.7
34.91.193.98,443,443,TRUE,FRA,Europe,Frankfurt,295,1.07
34.141.47.69,443,443,TRUE,FRA,Europe,Frankfurt,326,0.95
34.97.64.116,8443,443,TRUE,KIX,Asia Pacific,Osaka,206,0.82
34.97.64.116,8443,443,TRUE,KIX,Asia Pacific,Osaka,148,0.82
34.116.244.137,443,443,TRUE,FRA,Europe,Frankfurt,350,0.8
34.116.175.12,443,443,TRUE,FRA,Europe,Frankfurt,369,0.75
34.32.172.190,443,443,TRUE,FRA,Europe,Frankfurt,291,0.75
34.97.64.116,8443,443,TRUE,KIX,Asia Pacific,Osaka,87,0.75
34.116.228.159,443,443,TRUE,FRA,Europe,Frankfurt,368,0.71
34.116.211.75,443,443,TRUE,FRA,Europe,Frankfurt,330,0.68
34.91.250.24,443,443,TRUE,FRA,Europe,Frankfurt,291,0.67
34.32.159.10,443,443,TRUE,FRA,Europe,Frankfurt,311,0.67
34.116.240.198,443,443,TRUE,FRA,Europe,Frankfurt,339,0.63
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,93,0.61
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,156,0.61
34.97.85.97,443,443,TRUE,KIX,Asia Pacific,Osaka,199,0.61
34.107.43.137,443,443,TRUE,FRA,Europe,Frankfurt,324,0.59
34.116.255.149,443,443,TRUE,FRA,Europe,Frankfurt,339,0.58
34.154.81.193,443,443,TRUE,FRA,Europe,Frankfurt,316,0.52
34.116.183.48,443,443,TRUE,FRA,Europe,Frankfurt,480,0.5
35.200.238.235,443,443,TRUE,BOM,Asia Pacific,Mumbai,211,0.5
34.116.138.28,443,443,TRUE,FRA,Europe,Frankfurt,350,0.48
34.116.221.49,443,443,TRUE,FRA,Europe,Frankfurt,402,0.48
34.116.212.205,443,443,TRUE,FRA,Europe,Frankfurt,267,0.48
34.116.143.235,443,443,TRUE,FRA,Europe,Frankfurt,282,0.44
35.200.238.235,443,443,TRUE,BOM,Asia Pacific,Mumbai,304,0.43
34.159.29.245,443,443,TRUE,FRA,Europe,Frankfurt,327,0.42
34.32.235.34,443,443,TRUE,FRA,Europe,Frankfurt,321,0.41
34.116.250.199,443,443,TRUE,FRA,Europe,Frankfurt,385,0.41
34.116.190.191,443,443,TRUE,FRA,Europe,Frankfurt,281,0.41
34.32.156.59,443,443,TRUE,FRA,Europe,Frankfurt,345,0.39
34.34.46.42,443,443,TRUE,FRA,Europe,Frankfurt,298,0.34
34.34.35.183,443,443,TRUE,FRA,Europe,Frankfurt,331,0.32
34.34.26.230,443,443,TRUE,FRA,Europe,Frankfurt,303,0.3
34.91.193.98,443,443,TRUE,FRA,Europe,Frankfurt,327,0.22
34.65.115.157,443,443,TRUE,FRA,Europe,Frankfurt,330,0.18
34.65.30.3,443,443,TRUE,FRA,Europe,Frankfurt,326,0.16
34.154.104.163,443,443,TRUE,FRA,Europe,Frankfurt,314,0.15
34.65.170.102,443,443,TRUE,FRA,Europe,Frankfurt,290,0.13
34.118.86.211,443,443,TRUE,FRA,Europe,Frankfurt,226,0.13
34.89.238.170,443,443,TRUE,FRA,Europe,Frankfurt,314,0.13
34.90.27.19,443,443,TRUE,FRA,Europe,Frankfurt,352,0.12
34.65.115.157,443,443,TRUE,FRA,Europe,Frankfurt,291,0.12
34.154.121.177,443,443,TRUE,FRA,Europe,Frankfurt,313,0.11
34.154.141.194,443,443,TRUE,FRA,Europe,Frankfurt,316,0.1
34.154.201.52,443,443,TRUE,FRA,Europe,Frankfurt,307,0.09
34.118.20.136,443,443,TRUE,FRA,Europe,Frankfurt,407,0.08
34.154.33.200,443,443,TRUE,FRA,Europe,Frankfurt,340,0.08
34.118.80.138,443,443,TRUE,FRA,Europe,Frankfurt,335,0.07
34.90.162.120,443,443,TRUE,FRA,Europe,Frankfurt,320,0.07
34.65.165.68,443,443,TRUE,FRA,Europe,Frankfurt,291,0.05
34.34.104.113,443,443,TRUE,FRA,Europe,Frankfurt,332,0.04
34.116.244.137,443,443,TRUE,FRA,Europe,Frankfurt,361,0.04
34.89.160.79,443,443,TRUE,FRA,Europe,Frankfurt,320,0.03
34.154.93.44,443,443,TRUE,FRA,Europe,Frankfurt,338,0.03
34.154.147.87,443,443,TRUE,FRA,Europe,Frankfurt,327,0.02
34.154.157.56,443,443,TRUE,FRA,Europe,Frankfurt,304,0.01
